#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   180   0.526160E+04  -0.356454E+02   0.170715E-03  -0.356454E+02   0.803448E+00  -0.658792E-06   0.170715E-03  -0.658792E-06   0.624237E-07
   181   0.528462E+04  -0.348824E+02   0.169319E-03  -0.348824E+02   0.792820E+00  -0.644288E-06   0.169319E-03  -0.644288E-06   0.620852E-07
   182   0.530717E+04  -0.340912E+02   0.167937E-03  -0.340912E+02   0.782411E+00  -0.629970E-06   0.167937E-03  -0.629970E-06   0.617494E-07
   183   0.532918E+04  -0.332733E+02   0.166571E-03  -0.332733E+02   0.772146E+00  -0.615823E-06   0.166571E-03  -0.615823E-06   0.614164E-07
   184   0.535079E+04  -0.324281E+02   0.165218E-03  -0.324281E+02   0.762100E+00  -0.601834E-06   0.165218E-03  -0.601834E-06   0.610862E-07
   185   0.537193E+04  -0.315578E+02   0.163879E-03  -0.315578E+02   0.752421E+00  -0.587989E-06   0.163879E-03  -0.587989E-06   0.607587E-07
   186   0.539223E+04  -0.306594E+02   0.162554E-03  -0.306594E+02   0.742968E+00  -0.574274E-06   0.162554E-03  -0.574274E-06   0.604340E-07
   187   0.541236E+04  -0.297344E+02   0.161242E-03  -0.297344E+02   0.733883E+00  -0.560677E-06   0.161242E-03  -0.560677E-06   0.601119E-07
   188   0.543195E+04  -0.287843E+02   0.159943E-03  -0.287843E+02   0.725151E+00  -0.547183E-06   0.159943E-03  -0.547183E-06   0.597924E-07
   189   0.545092E+04  -0.278076E+02   0.158656E-03  -0.278076E+02   0.716808E+00  -0.533779E-06   0.158656E-03  -0.533779E-06   0.594756E-07
   190   0.546972E+04  -0.268066E+02   0.157382E-03  -0.268066E+02   0.708906E+00  -0.520451E-06   0.157382E-03  -0.520451E-06   0.591614E-07
   191   0.548761E+04  -0.257783E+02   0.156119E-03  -0.257783E+02   0.701469E+00  -0.507186E-06   0.156119E-03  -0.507186E-06   0.588498E-07
   192   0.550511E+04  -0.247249E+02   0.154869E-03  -0.247249E+02   0.694519E+00  -0.493969E-06   0.154869E-03  -0.493969E-06   0.585406E-07
   193   0.552200E+04  -0.236479E+02   0.153629E-03  -0.236479E+02   0.688099E+00  -0.480787E-06   0.153629E-03  -0.480787E-06   0.582340E-07
   194   0.553849E+04  -0.225451E+02   0.152400E-03  -0.225451E+02   0.682240E+00  -0.467627E-06   0.152400E-03  -0.467627E-06   0.579299E-07
   195   0.555438E+04  -0.214188E+02   0.151182E-03  -0.214188E+02   0.676979E+00  -0.454475E-06   0.151182E-03  -0.454475E-06   0.576282E-07
   196   0.556965E+04  -0.202682E+02   0.149974E-03  -0.202682E+02   0.672353E+00  -0.441318E-06   0.149974E-03  -0.441318E-06   0.573290E-07
   197   0.558446E+04  -0.190948E+02   0.148776E-03  -0.190948E+02   0.668406E+00  -0.428141E-06   0.148776E-03  -0.428141E-06   0.570321E-07
   198   0.559874E+04  -0.178978E+02   0.147588E-03  -0.178978E+02   0.665162E+00  -0.414931E-06   0.147588E-03  -0.414931E-06   0.567376E-07
   199   0.561248E+04  -0.166781E+02   0.146408E-03  -0.166781E+02   0.662657E+00  -0.401674E-06   0.146408E-03  -0.401674E-06   0.564455E-07
   200   0.562568E+04  -0.154364E+02   0.145238E-03  -0.154364E+02   0.660921E+00  -0.388357E-06   0.145238E-03  -0.388357E-06   0.561556E-07
   201   0.563827E+04  -0.141718E+02   0.144077E-03  -0.141718E+02   0.660013E+00  -0.374969E-06   0.144077E-03  -0.374969E-06   0.558681E-07
   202   0.565034E+04  -0.128860E+02   0.142924E-03  -0.128860E+02   0.659941E+00  -0.361510E-06   0.142924E-03  -0.361510E-06   0.555828E-07
   203   0.566179E+04  -0.115782E+02   0.141779E-03  -0.115782E+02   0.660766E+00  -0.347983E-06   0.141779E-03  -0.347983E-06   0.552997E-07
   204   0.567256E+04  -0.102514E+02   0.140643E-03  -0.102514E+02   0.662508E+00  -0.334391E-06   0.140643E-03  -0.334391E-06   0.550189E-07
   205   0.568279E+04  -0.890329E+01   0.139516E-03  -0.890329E+01   0.665214E+00  -0.320736E-06   0.139516E-03  -0.320736E-06   0.547403E-07
   206   0.569234E+04  -0.753523E+01   0.138396E-03  -0.753523E+01   0.668920E+00  -0.307023E-06   0.138396E-03  -0.307023E-06   0.544639E-07
   207   0.570136E+04  -0.614764E+01   0.137285E-03  -0.614764E+01   0.673650E+00  -0.293253E-06   0.137285E-03  -0.293253E-06   0.541896E-07
   208   0.570962E+04  -0.474106E+01   0.136183E-03  -0.474106E+01   0.679456E+00  -0.279430E-06   0.136183E-03  -0.279430E-06   0.539175E-07
   209   0.571727E+04  -0.331586E+01   0.135088E-03  -0.331586E+01   0.686359E+00  -0.265556E-06   0.135088E-03  -0.265556E-06   0.536476E-07
   210   0.572431E+04  -0.187294E+01   0.134002E-03  -0.187294E+01   0.694413E+00  -0.251634E-06   0.134002E-03  -0.251634E-06   0.533797E-07
   211   0.573074E+04  -0.412366E+00   0.132923E-03  -0.412366E+00   0.703648E+00  -0.237668E-06   0.132923E-03  -0.237668E-06   0.531140E-07
   212   0.573641E+04   0.106491E+01   0.131853E-03   0.106491E+01   0.714093E+00  -0.223661E-06   0.131853E-03  -0.223661E-06   0.528503E-07
   213   0.574155E+04   0.255893E+01   0.130791E-03   0.255893E+01   0.725794E+00  -0.209614E-06   0.130791E-03  -0.209614E-06   0.525887E-07
   214   0.574601E+04   0.406848E+01   0.129736E-03   0.406848E+01   0.738742E+00  -0.195532E-06   0.129736E-03  -0.195532E-06   0.523291E-07
   215   0.574985E+04   0.559281E+01   0.128690E-03   0.559281E+01   0.753133E+00  -0.181416E-06   0.128690E-03  -0.181416E-06   0.520716E-07
   216   0.575302E+04   0.713244E+01   0.127651E-03   0.713244E+01   0.768779E+00  -0.167271E-06   0.127651E-03  -0.167271E-06   0.518160E-07
   217   0.575564E+04   0.868535E+01   0.126620E-03   0.868535E+01   0.785838E+00  -0.153099E-06   0.126620E-03  -0.153099E-06   0.515625E-07
   218   0.575759E+04   0.102517E+02   0.125597E-03   0.102517E+02   0.804310E+00  -0.138902E-06   0.125597E-03  -0.138902E-06   0.513109E-07
   219   0.575892E+04   0.118326E+02   0.124581E-03   0.118326E+02   0.824195E+00  -0.124684E-06   0.124581E-03  -0.124684E-06   0.510613E-07
   220   0.575964E+04   0.134234E+02   0.123573E-03   0.134234E+02   0.845643E+00  -0.110448E-06   0.123573E-03  -0.110448E-06   0.508136E-07
   221   0.575976E+04   0.150265E+02   0.122573E-03   0.150265E+02   0.868578E+00  -0.961963E-07   0.122573E-03  -0.961963E-07   0.505678E-07
   222   0.575926E+04   0.166402E+02   0.121580E-03   0.166402E+02   0.893150E+00  -0.819322E-07   0.121580E-03  -0.819322E-07   0.503239E-07
   223   0.575801E+04   0.182654E+02   0.120594E-03   0.182654E+02   0.919285E+00  -0.676585E-07   0.120594E-03  -0.676585E-07   0.500819E-07
   224   0.575629E+04   0.198984E+02   0.119616E-03   0.198984E+02   0.946983E+00  -0.533782E-07   0.119616E-03  -0.533782E-07   0.498417E-07
   225   0.575389E+04   0.215420E+02   0.118645E-03   0.215420E+02   0.976393E+00  -0.390943E-07   0.118645E-03  -0.390943E-07   0.496034E-07
   226   0.575088E+04   0.231926E+02   0.117682E-03   0.231926E+02   0.100752E+01  -0.248095E-07   0.117682E-03  -0.248095E-07   0.493669E-07
   227   0.574719E+04   0.248516E+02   0.116726E-03   0.248516E+02   0.104035E+01  -0.105269E-07   0.116726E-03  -0.105269E-07   0.491322E-07
   228   0.574296E+04   0.265176E+02   0.115776E-03   0.265176E+02   0.107490E+01   0.375070E-08   0.115776E-03   0.375070E-08   0.488992E-07
   229   0.573811E+04   0.281891E+02   0.114834E-03   0.281891E+02   0.111124E+01   0.180203E-07   0.114834E-03   0.180203E-07   0.486681E-07
   230   0.573259E+04   0.298667E+02   0.113899E-03   0.298667E+02   0.114936E+01   0.322789E-07   0.113899E-03   0.322789E-07   0.484387E-07
   231   0.572638E+04   0.315498E+02   0.112972E-03   0.315498E+02   0.118934E+01   0.465238E-07   0.112972E-03   0.465238E-07   0.482110E-07
   232   0.571963E+04   0.332369E+02   0.112051E-03   0.332369E+02   0.123112E+01   0.607519E-07   0.112051E-03   0.607519E-07   0.479850E-07
   233   0.571228E+04   0.349263E+02   0.111136E-03   0.349263E+02   0.127491E+01   0.749602E-07   0.111136E-03   0.749602E-07   0.477608E-07
   234   0.570416E+04   0.366190E+02   0.110229E-03   0.366190E+02   0.132055E+01   0.891460E-07   0.110229E-03   0.891460E-07   0.475381E-07
   235   0.569551E+04   0.383134E+02   0.109329E-03   0.383134E+02   0.136814E+01   0.103306E-06   0.109329E-03   0.103306E-06   0.473172E-07
   236   0.568618E+04   0.400095E+02   0.108435E-03   0.400095E+02   0.141767E+01   0.117438E-06   0.108435E-03   0.117438E-06   0.470979E-07
   237   0.567623E+04   0.417057E+02   0.107548E-03   0.417057E+02   0.146921E+01   0.131539E-06   0.107548E-03   0.131539E-06   0.468802E-07
   238   0.566567E+04   0.434022E+02   0.106668E-03   0.434022E+02   0.152283E+01   0.145605E-06   0.106668E-03   0.145605E-06   0.466641E-07
   239   0.565458E+04   0.450981E+02   0.105794E-03   0.450981E+02   0.157840E+01   0.159634E-06   0.105794E-03   0.159634E-06   0.464495E-07
   240   0.564272E+04   0.467911E+02   0.104927E-03   0.467911E+02   0.163597E+01   0.173622E-06   0.104927E-03   0.173622E-06   0.462366E-07
   241   0.563041E+04   0.484822E+02   0.104066E-03   0.484822E+02   0.169572E+01   0.187568E-06   0.104066E-03   0.187568E-06   0.460252E-07
   242   0.561748E+04   0.501704E+02   0.103211E-03   0.501704E+02   0.175747E+01   0.201468E-06   0.103211E-03   0.201468E-06   0.458153E-07
   243   0.560394E+04   0.518543E+02   0.102363E-03   0.518543E+02   0.182139E+01   0.215318E-06   0.102363E-03   0.215318E-06   0.456069E-07
   244   0.558980E+04   0.535346E+02   0.101522E-03   0.535346E+02   0.188740E+01   0.229117E-06   0.101522E-03   0.229117E-06   0.454000E-07
   245   0.557504E+04   0.552083E+02   0.100686E-03   0.552083E+02   0.195557E+01   0.242861E-06   0.100686E-03   0.242861E-06   0.451946E-07
   246   0.555974E+04   0.568770E+02   0.998572E-04   0.568770E+02   0.202590E+01   0.256548E-06   0.998572E-04   0.256548E-06   0.449906E-07
   247   0.554391E+04   0.585384E+02   0.990341E-04   0.585384E+02   0.209833E+01   0.270174E-06   0.990341E-04   0.270174E-06   0.447880E-07
   248   0.552746E+04   0.601925E+02   0.982171E-04   0.601925E+02   0.217321E+01   0.283736E-06   0.982171E-04   0.283736E-06   0.445869E-07
   249   0.551055E+04   0.618384E+02   0.974062E-04   0.618384E+02   0.225004E+01   0.297232E-06   0.974062E-04   0.297232E-06   0.443872E-07
   250   0.549304E+04   0.634749E+02   0.966013E-04   0.634749E+02   0.232926E+01   0.310658E-06   0.966013E-04   0.310658E-06   0.441888E-07
   251   0.547505E+04   0.651024E+02   0.958023E-04   0.651024E+02   0.241057E+01   0.324013E-06   0.958023E-04   0.324013E-06   0.439918E-07
   252   0.545639E+04   0.667197E+02   0.950092E-04   0.667197E+02   0.249419E+01   0.337296E-06   0.950092E-04   0.337296E-06   0.437961E-07
   253   0.543741E+04   0.683251E+02   0.942220E-04   0.683251E+02   0.257991E+01   0.350507E-06   0.942220E-04   0.350507E-06   0.436018E-07
   254   0.541782E+04   0.699187E+02   0.934405E-04   0.699187E+02   0.266801E+01   0.363647E-06   0.934405E-04   0.363647E-06   0.434088E-07
   255   0.539769E+04   0.715004E+02   0.926648E-04   0.715004E+02   0.275821E+01   0.376717E-06   0.926648E-04   0.376717E-06   0.432171E-07
   256   0.537710E+04   0.730703E+02   0.918948E-04   0.730703E+02   0.285087E+01   0.389716E-06   0.918948E-04   0.389716E-06   0.430268E-07
   257   0.535605E+04   0.746201E+02   0.911304E-04   0.746201E+02   0.294555E+01   0.402646E-06   0.911304E-04   0.402646E-06   0.428377E-07
   258   0.533446E+04   0.761625E+02   0.903717E-04   0.761625E+02   0.304261E+01   0.415506E-06   0.903717E-04   0.415506E-06   0.426499E-07
   259   0.531241E+04   0.776825E+02   0.896185E-04   0.776825E+02   0.314193E+01   0.428297E-06   0.896185E-04   0.428297E-06   0.424634E-07
   260   0.528998E+04   0.791951E+02   0.888708E-04   0.791951E+02   0.324348E+01   0.441019E-06   0.888708E-04   0.441019E-06   0.422781E-07
   261   0.526701E+04   0.806779E+02   0.881285E-04   0.806779E+02   0.334720E+01   0.453673E-06   0.881285E-04   0.453673E-06   0.420941E-07
   262   0.524351E+04   0.821533E+02   0.873917E-04   0.821533E+02   0.345332E+01   0.466260E-06   0.873917E-04   0.466260E-06   0.419114E-07
   263   0.521984E+04   0.836137E+02   0.866602E-04   0.836137E+02   0.356160E+01   0.478779E-06   0.866602E-04   0.478779E-06   0.417299E-07
   264   0.519556E+04   0.850517E+02   0.859340E-04   0.850517E+02   0.367212E+01   0.491231E-06   0.859340E-04   0.491231E-06   0.415496E-07
   265   0.517075E+04   0.864599E+02   0.852131E-04   0.864599E+02   0.378482E+01   0.503616E-06   0.852131E-04   0.503616E-06   0.413705E-07
   266   0.514563E+04   0.878605E+02   0.844974E-04   0.878605E+02   0.389991E+01   0.515936E-06   0.844974E-04   0.515936E-06   0.411926E-07
   267   0.511998E+04   0.892313E+02   0.837868E-04   0.892313E+02   0.401702E+01   0.528189E-06   0.837868E-04   0.528189E-06   0.410159E-07
   268   0.509394E+04   0.905871E+02   0.830814E-04   0.905871E+02   0.413652E+01   0.540378E-06   0.830814E-04   0.540378E-06   0.408404E-07
   269   0.506736E+04   0.919205E+02   0.823811E-04   0.919205E+02   0.425812E+01   0.552501E-06   0.823811E-04   0.552501E-06   0.406660E-07
   270   0.504055E+04   0.932314E+02   0.816857E-04   0.932314E+02   0.438189E+01   0.564560E-06   0.816857E-04   0.564560E-06   0.404929E-07
   271   0.501329E+04   0.945198E+02   0.809954E-04   0.945198E+02   0.450776E+01   0.576555E-06   0.809954E-04   0.576555E-06   0.403208E-07
   272   0.498578E+04   0.957783E+02   0.803099E-04   0.957783E+02   0.463602E+01   0.588486E-06   0.803099E-04   0.588486E-06   0.401499E-07
   273   0.495782E+04   0.970217E+02   0.796294E-04   0.970217E+02   0.476608E+01   0.600354E-06   0.796294E-04   0.600354E-06   0.399802E-07
   274   0.492955E+04   0.982278E+02   0.789536E-04   0.982278E+02   0.489854E+01   0.612159E-06   0.789536E-04   0.612159E-06   0.398115E-07
   275   0.490090E+04   0.994188E+02   0.782827E-04   0.994188E+02   0.503287E+01   0.623902E-06   0.782827E-04   0.623902E-06   0.396440E-07
   276   0.487201E+04   0.100572E+03   0.776164E-04   0.100572E+03   0.516931E+01   0.635582E-06   0.776164E-04   0.635582E-06   0.394776E-07
   277   0.484266E+04   0.101711E+03   0.769549E-04   0.101711E+03   0.530784E+01   0.647201E-06   0.769549E-04   0.647201E-06   0.393122E-07
   278   0.481308E+04   0.102812E+03   0.762979E-04   0.102812E+03   0.544839E+01   0.658759E-06   0.762979E-04   0.658759E-06   0.391479E-07
   279   0.478320E+04   0.103883E+03   0.756456E-04   0.103883E+03   0.559090E+01   0.670256E-06   0.756456E-04   0.670256E-06   0.389847E-07
   280   0.475300E+04   0.104939E+03   0.749978E-04   0.104939E+03   0.573535E+01   0.681693E-06   0.749978E-04   0.681693E-06   0.388226E-07
   281   0.472264E+04   0.105957E+03   0.743545E-04   0.105957E+03   0.588183E+01   0.693069E-06   0.743545E-04   0.693069E-06   0.386615E-07
   282   0.469183E+04   0.106945E+03   0.737156E-04   0.106945E+03   0.603005E+01   0.704386E-06   0.737156E-04   0.704386E-06   0.385014E-07
   283   0.466086E+04   0.107904E+03   0.730811E-04   0.107904E+03   0.618021E+01   0.715644E-06   0.730811E-04   0.715644E-06   0.383423E-07
   284   0.462966E+04   0.108832E+03   0.724509E-04   0.108832E+03   0.633225E+01   0.726843E-06   0.724509E-04   0.726843E-06   0.381843E-07
   285   0.459822E+04   0.109730E+03   0.718251E-04   0.109730E+03   0.648617E+01   0.737984E-06   0.718251E-04   0.737984E-06   0.380273E-07
   286   0.456648E+04   0.110591E+03   0.712035E-04   0.110591E+03   0.664182E+01   0.749067E-06   0.712035E-04   0.749067E-06   0.378712E-07
   287   0.453450E+04   0.111428E+03   0.705861E-04   0.111428E+03   0.679920E+01   0.760093E-06   0.705861E-04   0.760093E-06   0.377162E-07
   288   0.450237E+04   0.112229E+03   0.699728E-04   0.112229E+03   0.695830E+01   0.771061E-06   0.699728E-04   0.771061E-06   0.375621E-07
   289   0.447001E+04   0.112999E+03   0.693636E-04   0.112999E+03   0.711907E+01   0.781973E-06   0.693636E-04   0.781973E-06   0.374090E-07
   290   0.443748E+04   0.113739E+03   0.687585E-04   0.113739E+03   0.728134E+01   0.792828E-06   0.687585E-04   0.792828E-06   0.372568E-07
   291   0.440480E+04   0.114434E+03   0.681574E-04   0.114434E+03   0.744587E+01   0.803628E-06   0.681574E-04   0.803628E-06   0.371056E-07
   292   0.437167E+04   0.115106E+03   0.675602E-04   0.115106E+03   0.761153E+01   0.814372E-06   0.675602E-04   0.814372E-06   0.369553E-07
   293   0.433868E+04   0.115733E+03   0.669670E-04   0.115733E+03   0.777796E+01   0.825061E-06   0.669670E-04   0.825061E-06   0.368059E-07
   294   0.430538E+04   0.116338E+03   0.663776E-04   0.116338E+03   0.794664E+01   0.835695E-06   0.663776E-04   0.835695E-06   0.366574E-07
   295   0.427215E+04   0.116897E+03   0.657920E-04   0.116897E+03   0.811609E+01   0.846275E-06   0.657920E-04   0.846275E-06   0.365099E-07
   296   0.423861E+04   0.117426E+03   0.652102E-04   0.117426E+03   0.828779E+01   0.856802E-06   0.652102E-04   0.856802E-06   0.363632E-07
   297   0.420499E+04   0.117925E+03   0.646320E-04   0.117925E+03   0.845952E+01   0.867275E-06   0.646320E-04   0.867275E-06   0.362174E-07
   298   0.417114E+04   0.118379E+03   0.640576E-04   0.118379E+03   0.863350E+01   0.877695E-06   0.640576E-04   0.877695E-06   0.360725E-07
   299   0.413729E+04   0.118795E+03   0.634867E-04   0.118795E+03   0.880899E+01   0.888062E-06   0.634867E-04   0.888062E-06   0.359284E-07
   300   0.410328E+04   0.119173E+03   0.629195E-04   0.119173E+03   0.898450E+01   0.898377E-06   0.629195E-04   0.898377E-06   0.357852E-07
   301   0.406919E+04   0.119521E+03   0.623557E-04   0.119521E+03   0.916153E+01   0.908640E-06   0.623557E-04   0.908640E-06   0.356428E-07
   302   0.403509E+04   0.119839E+03   0.617955E-04   0.119839E+03   0.933932E+01   0.918846E-06   0.617955E-04   0.918846E-06   0.355012E-07
   303   0.400092E+04   0.120111E+03   0.612388E-04   0.120111E+03   0.951863E+01   0.928991E-06   0.612388E-04   0.928991E-06   0.353605E-07
   304   0.396666E+04   0.120338E+03   0.606857E-04   0.120338E+03   0.969944E+01   0.939071E-06   0.606857E-04   0.939071E-06   0.352206E-07
   305   0.393240E+04   0.120535E+03   0.601361E-04   0.120535E+03   0.988028E+01   0.949079E-06   0.601361E-04   0.949079E-06   0.350815E-07
   306   0.389806E+04   0.120695E+03   0.595901E-04   0.120695E+03   0.100619E+02   0.959012E-06   0.595901E-04   0.959012E-06   0.349432E-07
   307   0.386371E+04   0.120809E+03   0.590477E-04   0.120809E+03   0.102442E+02   0.968866E-06   0.590477E-04   0.968866E-06   0.348057E-07
   308   0.382936E+04   0.120900E+03   0.585089E-04   0.120900E+03   0.104289E+02   0.978634E-06   0.585089E-04   0.978634E-06   0.346690E-07
   309   0.379508E+04   0.120938E+03   0.579737E-04   0.120938E+03   0.106128E+02   0.988313E-06   0.579737E-04   0.988313E-06   0.345331E-07
   310   0.376072E+04   0.120946E+03   0.574420E-04   0.120946E+03   0.107967E+02   0.997898E-06   0.574420E-04   0.997898E-06   0.343980E-07
   311   0.372643E+04   0.120909E+03   0.569141E-04   0.120909E+03   0.109828E+02   0.100738E-05   0.569141E-04   0.100738E-05   0.342636E-07
   312   0.369222E+04   0.120842E+03   0.563897E-04   0.120842E+03   0.111683E+02   0.101677E-05   0.563897E-04   0.101677E-05   0.341301E-07
   313   0.365800E+04   0.120729E+03   0.558690E-04   0.120729E+03   0.113545E+02   0.102604E-05   0.558690E-04   0.102604E-05   0.339973E-07
   314   0.362385E+04   0.120586E+03   0.553519E-04   0.120586E+03   0.115414E+02   0.103520E-05   0.553519E-04   0.103520E-05   0.338652E-07
   315   0.358977E+04   0.120398E+03   0.548385E-04   0.120398E+03   0.117277E+02   0.104424E-05   0.548385E-04   0.104424E-05   0.337339E-07
   316   0.355577E+04   0.120172E+03   0.543288E-04   0.120172E+03   0.119147E+02   0.105316E-05   0.543288E-04   0.105316E-05   0.336034E-07
   317   0.352184E+04   0.119908E+03   0.538228E-04   0.119908E+03   0.121010E+02   0.106196E-05   0.538228E-04   0.106196E-05   0.334736E-07
   318   0.348798E+04   0.119606E+03   0.533204E-04   0.119606E+03   0.122887E+02   0.107062E-05   0.533204E-04   0.107062E-05   0.333445E-07
